datetime,pow_P,temp,shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),global_tilted_irradiance (W/m²)
2024-12-28 16:00:00,245.0,49.61,337.0,179.1,157.9,337.0
2024-12-28 17:00:00,0.0,0.0,101.3,19.1,82.2,101.3
2024-12-28 18:00:00,0.0,0.0,18.3,0.6,17.7,18.3
2024-12-28 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-28 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-28 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-28 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-28 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-29 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-29 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-29 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-29 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-29 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-29 06:00:00,4280.0,41.08,0.0,0.0,0.0,0.0
2024-12-29 07:00:00,16792.0,41.96,53.2,14.7,38.4,53.2
2024-12-29 08:00:00,33740.0,50.04,263.7,151.6,112.1,263.7
2024-12-29 09:00:00,45270.0,55.620000000000005,486.5,344.5,142.0,486.5
2024-12-29 10:00:00,51990.0,59.04,671.2,512.5,158.6,671.2
2024-12-29 11:00:00,53840.0,61.61,809.2,634.2,175.0,809.2
2024-12-29 12:00:00,48240.0,63.18,882.3,696.8,185.5,882.3
2024-12-29 13:00:00,43230.0,61.51,872.8,688.1,184.8,872.8
2024-12-29 14:00:00,31010.0,58.13,797.0,628.4,168.6,797.0
2024-12-29 15:00:00,10976.0,51.85,644.8,491.0,153.8,644.8
2024-12-29 16:00:00,2066.0,50.2,406.7,262.5,144.1,406.7
2024-12-29 17:00:00,0.0,45.32,147.3,50.4,97.0,147.3
2024-12-29 18:00:00,0.0,0.0,0.3,0.0,0.4,0.3
2024-12-29 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-29 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-29 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-29 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-29 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-30 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-30 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-30 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-30 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-30 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-30 06:00:00,4325.0,40.28,0.0,0.0,0.0,0.0
2024-12-30 07:00:00,16644.0,44.78,51.2,13.5,37.6,51.2
2024-12-30 08:00:00,32840.0,49.38,259.2,147.5,111.6,259.2
2024-12-30 09:00:00,44440.0,53.61,476.3,333.2,143.2,476.3
2024-12-30 10:00:00,49820.0,56.81,654.7,491.4,163.2,654.7
2024-12-30 11:00:00,47280.0,58.35,794.0,613.4,180.6,794.0
2024-12-30 12:00:00,33620.0,55.68,854.0,656.5,197.5,854.0
2024-12-30 13:00:00,16136.0,53.09,804.7,588.9,215.7,804.7
2024-12-30 14:00:00,23254.0,53.8,554.5,284.8,269.7,554.5
2024-12-30 15:00:00,10196.0,50.27,483.5,273.5,210.0,483.5
2024-12-30 16:00:00,4253.0,49.8,344.8,186.6,158.2,344.8
2024-12-30 17:00:00,0.0,46.87,97.8,16.9,80.9,97.8
2024-12-30 18:00:00,0.0,0.0,4.3,-0.2,4.6,4.3
2024-12-30 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-30 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-30 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-30 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-30 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31 06:00:00,4023.0,41.51,0.0,0.0,0.0,0.0
2024-12-31 07:00:00,12311.0,44.99,45.2,9.8,35.4,45.2
2024-12-31 08:00:00,16076.0,46.66,203.3,91.5,111.9,203.3
2024-12-31 09:00:00,30493.0,52.83,396.3,235.2,161.2,396.3
2024-12-31 10:00:00,38930.0,51.61,471.7,242.9,228.7,471.7
2024-12-31 11:00:00,36140.0,53.67,552.2,270.1,282.1,552.2
2024-12-31 12:00:00,31671.0,51.59,603.3,293.0,310.3,603.3
2024-12-31 13:00:00,34250.0,54.31,526.0,203.7,322.3,526.0
2024-12-31 14:00:00,30805.0,52.35,523.3,244.3,279.1,523.3
2024-12-31 15:00:00,16187.0,51.57,349.0,119.1,229.9,349.0
2024-12-31 16:00:00,2946.0,49.01,170.5,31.0,139.5,170.5
2024-12-31 17:00:00,0.0,45.2,103.0,19.3,83.7,103.0
2024-12-31 18:00:00,0.0,0.0,13.3,-0.2,13.5,13.3
2024-12-31 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 06:00:00,3266.0,40.75,0.0,0.0,0.0,0.0
2025-01-01 07:00:00,10991.0,43.19,30.5,2.8,27.7,30.5
2025-01-01 08:00:00,23711.0,46.55,148.7,43.2,105.5,148.7
2025-01-01 09:00:00,29469.0,54.6,256.3,82.9,173.4,256.3
2025-01-01 10:00:00,32211.0,52.52,478.2,251.5,226.7,478.2
2025-01-01 11:00:00,45780.0,55.94,555.3,274.1,281.2,555.3
2025-01-01 12:00:00,38130.0,57.36,627.3,324.2,303.1,627.3
2025-01-01 13:00:00,29733.0,53.21,573.5,258.4,315.1,573.5
2025-01-01 14:00:00,26233.0,53.57,619.2,370.9,248.3,619.2
2025-01-01 15:00:00,19035.0,51.86,356.8,125.7,231.2,356.8
2025-01-01 16:00:00,3602.0,50.33,210.3,54.2,156.2,210.3
2025-01-01 17:00:00,0.0,47.04,144.8,46.8,98.0,144.8
2025-01-01 18:00:00,0.0,0.0,15.2,0.0,15.2,15.2
2025-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 06:00:00,3674.0,42.02,0.0,0.0,0.0,0.0
2025-01-02 07:00:00,13543.0,41.28,36.5,5.3,31.2,36.5
2025-01-02 08:00:00,19887.0,47.29,165.7,57.0,108.6,165.7
2025-01-02 09:00:00,26719.0,53.24,285.5,109.6,175.9,285.5
2025-01-02 10:00:00,61730.0,56.05,394.3,154.0,240.3,394.3
2025-01-02 11:00:00,45540.0,56.77,629.5,374.7,254.8,629.5
2025-01-02 12:00:00,26077.0,53.43,710.5,441.4,269.1,710.5
2025-01-02 13:00:00,27473.0,54.07,521.2,197.0,324.1,521.2
2025-01-02 14:00:00,37090.0,54.43,589.0,327.6,261.4,589.0
2025-01-02 15:00:00,12371.0,52.16,375.0,142.7,232.3,375.0
2025-01-02 16:00:00,3238.0,49.34,197.2,45.2,152.0,197.2
2025-01-02 17:00:00,0.0,46.27,94.0,14.6,79.4,94.0
2025-01-02 18:00:00,0.0,0.0,5.0,-0.3,5.3,5.0
2025-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 06:00:00,3096.0,42.25,0.0,0.0,0.0,0.0
2025-01-03 07:00:00,22041.0,42.09,35.7,5.0,30.7,35.7
2025-01-03 08:00:00,21016.0,49.24,168.0,59.3,108.7,168.0
2025-01-03 09:00:00,35780.0,55.42,364.7,197.3,167.4,364.7
2025-01-03 10:00:00,27709.0,53.75,417.7,179.3,238.4,417.7
2025-01-03 11:00:00,33890.0,53.45,605.3,340.6,264.7,605.3
2025-01-03 12:00:00,26989.0,53.72,523.5,196.5,327.0,523.5
2025-01-03 13:00:00,25353.0,51.77,546.5,224.6,321.9,546.5
2025-01-03 14:00:00,26952.0,54.94,459.0,168.5,290.5,459.0
2025-01-03 15:00:00,17047.0,50.0,390.2,157.5,232.7,390.2
2025-01-03 16:00:00,4993.0,49.93,210.3,53.3,157.0,210.3
2025-01-03 17:00:00,0.0,45.31,49.2,2.1,47.0,49.2
2025-01-03 18:00:00,0.0,0.0,17.7,0.3,17.4,17.7
2025-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 06:00:00,6074.0,41.02,0.0,0.0,0.0,0.0
2025-01-04 07:00:00,16429.0,42.65,16.7,-0.1,16.8,16.7
2025-01-04 08:00:00,20762.0,49.22,178.3,68.8,109.5,178.3
2025-01-04 09:00:00,20812.0,53.83,353.2,183.8,169.4,353.2
2025-01-04 10:00:00,52270.0,56.7,459.3,228.4,230.9,459.3
2025-01-04 11:00:00,51300.0,52.01,640.5,390.0,250.5,640.5
2025-01-04 12:00:00,47020.0,56.32,524.0,196.6,327.4,524.0
2025-01-04 13:00:00,39570.0,59.04,603.3,293.4,310.0,603.3
2025-01-04 14:00:00,32840.0,56.36,586.8,322.1,264.7,586.8
2025-01-04 15:00:00,16120.0,51.43,570.0,385.5,184.5,570.0
2025-01-04 16:00:00,3466.0,49.24,444.8,303.4,141.5,444.8
2025-01-04 17:00:00,0.0,47.11,214.8,110.6,104.2,214.8
2025-01-04 18:00:00,0.0,0.0,12.0,-0.3,12.3,12.0
2025-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 06:00:00,3600.0,40.46,0.0,0.0,0.0,0.0
2025-01-05 07:00:00,16736.0,44.39,22.3,0.7,21.6,22.3
2025-01-05 08:00:00,37540.0,50.43,198.3,88.2,110.1,198.3
2025-01-05 09:00:00,44640.0,53.98,448.7,301.9,146.7,448.7
2025-01-05 10:00:00,51070.0,58.39,642.7,476.6,166.1,642.7
2025-01-05 11:00:00,55370.0,62.5,784.2,599.0,185.1,784.2
2025-01-05 12:00:00,51460.0,62.53,883.5,695.1,188.4,883.5
2025-01-05 13:00:00,44590.0,61.28,892.7,709.7,183.0,892.7
2025-01-05 14:00:00,30737.0,56.56,816.7,648.2,168.5,816.7
2025-01-05 15:00:00,14779.0,51.63,670.3,517.4,153.0,670.3
2025-01-05 16:00:00,3488.0,49.44,468.8,329.6,139.2,468.8
2025-01-05 17:00:00,0.0,46.94,225.0,120.0,105.0,225.0
2025-01-05 18:00:00,0.0,0.0,21.3,0.9,20.4,21.3
2025-01-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 06:00:00,2730.0,40.59,0.0,0.0,0.0,0.0
2025-01-06 07:00:00,9174.0,44.93,28.8,2.5,26.4,28.8
2025-01-06 08:00:00,13669.0,42.88,147.3,43.2,104.1,147.3
2025-01-06 09:00:00,44530.0,55.370000000000005,214.7,52.5,162.2,214.7
2025-01-06 10:00:00,47380.0,56.11,537.5,331.3,206.2,537.5
2025-01-06 11:00:00,23170.0,53.13,791.0,608.3,182.7,791.0
2025-01-06 12:00:00,56990.0,53.05,746.5,491.9,254.6,746.5
2025-01-06 13:00:00,42400.0,55.32,848.7,646.5,202.2,848.7
2025-01-06 14:00:00,29902.0,53.94,764.8,576.0,188.9,764.8
2025-01-06 15:00:00,13733.0,51.27,643.0,482.2,160.8,643.0
2025-01-06 16:00:00,3258.0,49.77,443.3,300.3,143.0,443.3
2025-01-06 17:00:00,0.0,46.73,194.3,89.1,105.3,194.3
2025-01-06 18:00:00,0.0,0.0,17.2,0.1,17.0,17.2
2025-01-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 06:00:00,4214.0,40.12,0.0,0.0,0.0,0.0
2025-01-07 07:00:00,15751.0,44.45,43.7,9.7,34.0,43.7
2025-01-07 08:00:00,29666.0,48.94,250.2,140.6,109.6,250.2
2025-01-07 09:00:00,41580.0,54.53,468.8,326.1,142.7,468.8
2025-01-07 10:00:00,39450.0,55.32,651.7,488.6,163.1,651.7
2025-01-07 11:00:00,25446.0,53.72,728.2,517.3,210.9,728.2
2025-01-07 12:00:00,20511.0,53.01,582.2,262.1,320.1,582.2
2025-01-07 13:00:00,24323.0,54.99,475.8,147.5,328.4,475.8
2025-01-07 14:00:00,23485.0,52.11,566.7,291.3,275.4,566.7
2025-01-07 15:00:00,17886.0,53.88,383.0,146.4,236.6,383.0
2025-01-07 16:00:00,3509.0,50.33,255.3,86.1,169.2,255.3
2025-01-07 17:00:00,0.0,46.24,147.7,46.2,101.5,147.7
2025-01-07 18:00:00,0.0,0.0,19.7,0.5,19.2,19.7
2025-01-07 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08 06:00:00,4262.0,40.32,0.0,0.0,0.0,0.0
2025-01-08 07:00:00,15099.0,44.99,42.5,9.1,33.4,42.5
2025-01-08 08:00:00,29409.0,47.45,240.7,131.6,109.1,240.7
2025-01-08 09:00:00,14566.0,53.870000000000005,456.8,312.2,144.6,456.8
2025-01-08 10:00:00,13350.0,54.49,639.3,472.1,167.2,639.3
2025-01-08 11:00:00,51580.0,58.88,759.8,563.1,196.7,759.8
2025-01-08 12:00:00,48070.0,60.24,856.3,654.1,202.2,856.3
2025-01-08 13:00:00,42280.0,59.96,879.7,688.6,191.1,879.7
2025-01-08 14:00:00,19055.0,56.4,809.3,635.4,173.9,809.3
2025-01-08 15:00:00,17681.0,53.9,632.5,466.3,166.2,632.5
2025-01-08 16:00:00,3650.0,49.93,402.3,248.6,153.7,402.3
2025-01-08 17:00:00,0.0,46.41,216.3,109.8,106.5,216.3
2025-01-08 18:00:00,0.0,0.0,17.8,0.2,17.7,17.8
2025-01-08 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09 06:00:00,3342.0,39.6,0.0,0.0,0.0,0.0
2025-01-09 07:00:00,15358.0,44.51,43.8,10.0,33.8,43.8
2025-01-09 08:00:00,30704.0,48.24,240.7,131.7,108.9,240.7
2025-01-09 09:00:00,41650.0,53.870000000000005,460.2,316.2,143.9,460.2
2025-01-09 10:00:00,45270.0,54.71,648.7,484.5,164.2,648.7
2025-01-09 11:00:00,42730.0,54.67,797.0,615.5,181.5,797.0
2025-01-09 12:00:00,32840.0,57.77,767.8,521.0,246.8,767.8
2025-01-09 13:00:00,30388.0,54.91,681.2,393.7,287.4,681.2
2025-01-09 14:00:00,13520.0,51.03,656.8,413.7,243.1,656.8
2025-01-09 15:00:00,13204.0,52.5,541.0,338.8,202.2,541.0
2025-01-09 16:00:00,2680.0,51.09,410.2,257.4,152.7,410.2
2025-01-09 17:00:00,0.0,46.41,226.2,119.0,107.1,226.2
2025-01-09 18:00:00,0.0,0.0,29.7,3.2,26.5,29.7
2025-01-09 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10 06:00:00,2319.0,40.85,0.0,0.0,0.0,0.0
2025-01-10 07:00:00,6207.0,44.57,21.0,0.6,20.4,21.0
2025-01-10 08:00:00,15420.0,43.75,90.8,11.8,79.0,90.8
2025-01-10 09:00:00,27361.0,49.7,218.3,55.2,163.2,218.3
2025-01-10 10:00:00,42600.0,54.08,335.3,99.0,236.3,335.3
2025-01-10 11:00:00,41570.0,57.73,562.8,281.0,281.9,562.8
2025-01-10 12:00:00,47730.0,56.7,818.0,595.4,222.6,818.0
2025-01-10 13:00:00,41660.0,57.9,864.0,663.7,200.3,864.0
2025-01-10 14:00:00,35820.0,58.29,772.8,581.9,190.9,772.8
2025-01-10 15:00:00,12424.0,52.72,574.7,384.2,190.5,574.7
2025-01-10 16:00:00,3005.0,50.0,343.7,175.0,168.7,343.7
2025-01-10 17:00:00,0.0,47.45,142.0,40.6,101.4,142.0
2025-01-10 18:00:00,0.0,0.0,14.3,-0.2,14.6,14.3
2025-01-10 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-11 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-11 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-11 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-11 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-11 06:00:00,3216.0,38.81,0.0,0.0,0.0,0.0
2025-01-11 07:00:00,13464.0,44.48,44.2,10.4,33.8,44.2
2025-01-11 08:00:00,27419.0,46.48,247.0,138.1,108.9,247.0
2025-01-11 09:00:00,19830.0,53.06,454.0,309.0,145.0,454.0
2025-01-11 10:00:00,55020.0,53.01,628.8,457.5,171.3,628.8
2025-01-11 11:00:00,52150.0,56.11,720.3,503.4,216.9,720.3
2025-01-11 12:00:00,49230.0,60.61,854.7,648.6,206.1,854.7
2025-01-11 13:00:00,40530.0,60.05,876.8,680.7,196.1,876.8
2025-01-11 14:00:00,33300.0,56.99,803.2,623.2,180.0,803.2
2025-01-11 15:00:00,11036.0,50.27,636.5,468.2,168.3,636.5
2025-01-11 16:00:00,3523.0,49.44,438.7,290.8,147.9,438.7
2025-01-11 17:00:00,0.0,45.7,212.5,104.0,108.5,212.5
2025-01-11 18:00:00,0.0,0.0,16.0,-0.1,16.1,16.0
2025-01-11 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-11 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-11 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-11 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-11 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12 06:00:00,2916.0,38.14,0.0,0.0,0.0,0.0
2025-01-12 07:00:00,15630.0,44.51,43.5,10.0,33.5,43.5
2025-01-12 08:00:00,31846.0,46.8,248.3,139.4,108.9,248.3
2025-01-12 09:00:00,43580.0,54.49,472.0,330.0,142.0,472.0
2025-01-12 10:00:00,50710.0,57.03,662.7,502.3,160.4,662.7
2025-01-12 11:00:00,53140.0,58.96,812.5,635.2,177.3,812.5
2025-01-12 12:00:00,50870.0,60.76,885.7,692.1,193.5,885.7
2025-01-12 13:00:00,53540.0,61.47,906.5,720.9,185.6,906.5
2025-01-12 14:00:00,37080.0,56.91,717.2,497.3,219.9,717.2
2025-01-12 15:00:00,15895.0,52.2,593.8,408.1,185.8,593.8
2025-01-12 16:00:00,3365.0,49.11,332.0,159.6,172.4,332.0
2025-01-12 17:00:00,0.0,46.38,205.3,96.1,109.2,205.3
2025-01-12 18:00:00,0.0,0.0,14.0,-0.3,14.3,14.0
2025-01-12 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-13 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-13 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
